episode,netreward,epsilon
1338,-51,0.00399885
1339,-51,0.00399885
1340,51,0.00399885
1341,-51,0.00399885
1342,51,0.00399885
1343,-50,0.00399885
1344,51,0.00399885
1345,-51,0.00399885
1346,51,0.00399885
1347,-50,0.00399885
1348,50,0.00399885
1349,50,0.00399885
1350,50,0.00399885
1351,51,0.00399885
1352,51,0.00399885
1353,50,0.00399885
1354,50,0.00399885
1355,48,0.00399885
1356,51,0.00399885
1357,50,0.00399885
1358,51,0.00399885
1359,-47,0.00399885
1360,51,0.00399885
1361,50,0.00399885
1362,-49,0.00399885
1363,49,0.00399885
1364,50,0.00399885
1365,-51,0.00399885
1366,50,0.00399885
1367,49,0.00399885
1368,-51,0.00399885
1369,-51,0.00399885
1370,-51,0.00399885
1371,50,0.00399885
1372,-51,0.00399885
1373,51,0.00399885
1374,51,0.00399885
1375,51,0.00399885
1376,-51,0.00399885
1377,-50,0.00399885
1378,-50,0.00399885
1379,-50,0.00399885
1380,-48,0.00399885
1381,49,0.00399885
1382,51,0.00399885
1383,-50,0.00399885
1384,-48,0.00399885
1385,50,0.00399885
1386,51,0.00399885
1387,-50,0.00399885
1388,-49,0.00399885
1389,50,0.00399885
1390,-50,0.00399885
1391,51,0.00399885
1392,51,0.00399885
1393,-51,0.00399885
1394,-51,0.00399885
1395,-50,0.00399885
1396,50,0.00399885
1397,-50,0.00399885
1398,-49,0.00399885
1399,51,0.00399885
1400,50,0.00399885
1401,51,0.00399885
1402,51,0.00399885
1403,50,0.00399885
1404,-51,0.00399885
1405,50,0.00399885
1406,51,0.00399885
1407,-50,0.00399885
1408,-51,0.00399885
1409,-51,0.00399885
1410,-50,0.00399885
1411,-51,0.00399885
1412,50,0.00399885
1413,51,0.00399885
1414,51,0.00399885
1415,50,0.00399885
1416,-49,0.00399885
1417,51,0.00399885
1418,-48,0.00399885
1419,51,0.00399885
1420,50,0.00399885
1421,50,0.00399885
1422,-50,0.00399885
1423,51,0.00399885
1424,51,0.00399885
1425,51,0.00399885
1426,51,0.00399885
1427,-51,0.00399885
1428,50,0.00399885
1429,-51,0.00399885
1430,-50,0.00399885
1431,-51,0.00399885
1432,49,0.00399885
1433,-50,0.00399885
1434,-50,0.00399885
1435,50,0.00399885
1436,-50,0.00399885
1437,50,0.00399885
1438,50,0.00399885
1439,49,0.00399885
1440,-51,0.00399885
1441,50,0.00399885
1442,51,0.00399885
1443,50,0.00399885
1444,50,0.00399885
1445,50,0.00399885
1446,-50,0.00399885
1447,-49,0.00399885
1448,-50,0.00399885
1449,50,0.00399885
1450,51,0.00399885
1451,51,0.00399885
1452,-50,0.00399885
1453,-50,0.00399885
1454,-51,0.00399885
1455,51,0.00399885
1456,-50,0.00399885
1457,51,0.00399885
1458,51,0.00399885
1459,-50,0.00399885
1460,50,0.00399885
1461,51,0.00399885
1462,-50,0.00399885
1463,-49,0.00399885
1464,-51,0.00399885
1465,-51,0.00399885
1466,-51,0.00399885
1467,-51,0.00399885
1468,-50,0.00399885
1469,-50,0.00399885
1470,50,0.00399885
1471,-51,0.00399885
1472,-51,0.00399885
1473,51,0.00399885
1474,-51,0.00399885
1475,-51,0.00399885
1476,51,0.00399885
1477,-50,0.00399885
1478,-49,0.00399885
1479,-51,0.00399885
1480,-51,0.00399885
1481,-50,0.00399885
1482,50,0.00399885
1483,-50,0.00399885
1484,51,0.00399885
1485,-50,0.00399885
1486,50,0.00399885
1487,-50,0.00399885
1488,-50,0.00399885
1489,-50,0.00399885
1490,-51,0.00399885
1491,-48,0.00399885
1492,-50,0.00399885
1493,-50,0.00399885
1494,51,0.00399885
1495,-51,0.00399885
1496,50,0.00399885
1497,-50,0.00399885
1498,-51,0.00399885
1499,50,0.00399885
1500,-51,0.00399885
1501,51,0.00399885
1502,-51,0.00399885
1503,51,0.00399885
1504,51,0.00399885
1505,-51,0.00399885
1506,-51,0.00399885
1507,50,0.00399885
1508,50,0.00399885
1509,50,0.00399885
1510,-50,0.00399885
1511,-50,0.00399885
1512,-48,0.00399885
1513,-49,0.00399885
1514,-50,0.00399885
1515,50,0.00399885
1516,-48,0.00399885
1517,50,0.00399885
1518,-50,0.00399885
1519,51,0.00399885
1520,-51,0.00399885
1521,51,0.00399885
1522,51,0.00399885
1523,-49,0.00399885
